"Country","Province","Date","Retail_Recreation","Grocery_Pharmarcy","Parks","Transit_Stations","Workplaces","Residential"
"Netherlands","Friesland",2020-02-15,-7,-3,10,3,0,0
"Netherlands","Friesland",2020-02-16,-19,-19,-48,-16,-4,2
"Netherlands","Friesland",2020-02-17,0,-2,21,-16,-23,3
"Netherlands","Friesland",2020-02-18,5,-2,32,-21,-23,3
"Netherlands","Friesland",2020-02-19,2,-5,30,-17,-23,2
"Netherlands","Friesland",2020-02-20,0,-4,6,-19,-24,3
"Netherlands","Friesland",2020-02-21,-1,-2,32,-9,-24,2
"Netherlands","Friesland",2020-02-22,0,1,11,8,-4,1
"Netherlands","Friesland",2020-02-23,5,0,-21,1,-1,1
"Netherlands","Friesland",2020-02-24,-7,-6,10,-1,-4,2
"Netherlands","Friesland",2020-02-25,5,8,37,4,4,0
"Netherlands","Friesland",2020-02-26,2,7,26,3,5,0
"Netherlands","Friesland",2020-02-27,2,3,10,-1,4,1
"Netherlands","Friesland",2020-02-28,1,6,29,12,4,0
"Netherlands","Friesland",2020-02-29,-1,4,14,9,2,1
"Netherlands","Friesland",2020-03-01,7,6,12,12,3,0
"Netherlands","Friesland",2020-03-02,-6,0,1,-2,4,1
"Netherlands","Friesland",2020-03-03,2,4,37,-1,3,0
"Netherlands","Friesland",2020-03-04,4,4,35,2,4,0
"Netherlands","Friesland",2020-03-05,4,1,17,0,3,0
"Netherlands","Friesland",2020-03-06,-1,4,31,8,4,0
"Netherlands","Friesland",2020-03-07,12,2,72,24,3,-1
"Netherlands","Friesland",2020-03-08,9,4,9,12,1,1
"Netherlands","Friesland",2020-03-09,-1,3,24,3,4,0
"Netherlands","Friesland",2020-03-10,-7,1,1,-4,2,1
"Netherlands","Friesland",2020-03-11,2,5,40,0,3,0
"Netherlands","Friesland",2020-03-12,-6,13,3,-4,2,2
"Netherlands","Friesland",2020-03-13,-13,21,31,-11,-5,4
"Netherlands","Friesland",2020-03-14,-14,5,59,-6,-3,5
"Netherlands","Friesland",2020-03-15,-26,6,28,-14,-9,5
"Netherlands","Friesland",2020-03-16,-22,13,51,-37,-33,11
"Netherlands","Friesland",2020-03-17,-29,2,46,-47,-40,13
"Netherlands","Friesland",2020-03-18,-35,-1,26,-49,-40,14
"Netherlands","Friesland",2020-03-19,-36,-5,31,-50,-43,15
"Netherlands","Friesland",2020-03-20,-43,-6,20,-50,-40,15
"Netherlands","Friesland",2020-03-21,-46,-11,39,-35,-19,11
"Netherlands","Friesland",2020-03-22,-53,-17,29,-39,-25,8
"Netherlands","Friesland",2020-03-23,-32,-9,19,-55,-44,15
"Netherlands","Friesland",2020-03-24,-39,-15,34,-54,-47,16
"Netherlands","Friesland",2020-03-25,-42,-17,52,-51,-45,15
"Netherlands","Friesland",2020-03-26,-43,-18,32,-54,-47,17
"Netherlands","Friesland",2020-03-27,-48,-19,40,-54,-43,16
"Netherlands","Friesland",2020-03-28,-52,-21,17,-44,-22,12
"Netherlands","Friesland",2020-03-29,-57,-28,-11,-51,-28,9
"Netherlands","Friesland",2020-03-30,-40,-22,8,-59,-47,16
"Netherlands","Friesland",2020-03-31,-37,-18,63,-53,-47,16
"Netherlands","Friesland",2020-04-01,-42,-18,19,-55,-45,15
"Netherlands","Friesland",2020-04-02,-43,-19,14,-59,-47,17
"Netherlands","Friesland",2020-04-03,-46,-17,29,-56,-43,16
"Netherlands","Friesland",2020-04-04,-47,-18,58,-33,-21,11
"Netherlands","Friesland",2020-04-05,-44,-15,83,-27,-24,6
"Netherlands","Friesland",2020-04-06,-30,-17,61,-53,-45,14
"Netherlands","Friesland",2020-04-07,-31,-13,84,-49,-46,14
"Netherlands","Friesland",2020-04-08,-34,-13,99,-43,-43,13
"Netherlands","Friesland",2020-04-09,-34,-8,64,-48,-45,14
"Netherlands","Friesland",2020-04-10,-39,-9,72,-49,-50,15
"Netherlands","Friesland",2020-04-11,-41,-5,106,-25,-17,9
"Netherlands","Friesland",2020-04-12,-61,-58,96,-24,-21,6
"Netherlands","Friesland",2020-04-13,-52,-43,36,-67,-84,23
"Netherlands","Friesland",2020-04-14,-37,-14,32,-52,-44,14
"Netherlands","Friesland",2020-04-15,-35,-14,69,-45,-41,13
"Netherlands","Friesland",2020-04-16,-35,-14,62,-46,-42,14
"Netherlands","Friesland",2020-04-17,-41,-13,75,-48,-39,13
"Netherlands","Friesland",2020-04-18,-42,-14,93,-25,-13,9
"Netherlands","Friesland",2020-04-19,-42,-15,91,-24,-15,6
"Netherlands","Friesland",2020-04-20,-25,-12,59,-48,-42,13
"Netherlands","Friesland",2020-04-21,-28,-11,68,-49,-42,14
"Netherlands","Friesland",2020-04-22,-30,-12,81,-41,-39,12
"Netherlands","Friesland",2020-04-23,-29,-9,106,-40,-41,13
"Netherlands","Friesland",2020-04-24,-34,-8,94,-44,-38,12
"Netherlands","Friesland",2020-04-25,-34,-4,98,-20,-12,8
"Netherlands","Friesland",2020-04-26,-29,-4,134,-10,-13,5
"Netherlands","Friesland",2020-04-27,-20,-16,185,-44,-77,18
"Netherlands","Friesland",2020-04-28,-30,-10,38,-52,-43,12
"Netherlands","Friesland",2020-04-29,-27,-8,72,-42,-40,12
"Netherlands","Friesland",2020-04-30,-28,-8,69,-43,-42,13
"Netherlands","Friesland",2020-05-01,-37,-11,56,-46,-38,13
"Netherlands","Friesland",2020-05-02,-34,-7,83,-24,-9,9
"Netherlands","Friesland",2020-05-03,-30,-10,129,-9,-8,5
"Netherlands","Friesland",2020-05-04,-10,-6,110,-44,-49,13
"Netherlands","Friesland",2020-05-05,-23,-10,170,-44,-68,18
"Netherlands","Friesland",2020-05-06,-20,-5,126,-34,-36,10
"Netherlands","Friesland",2020-05-07,-21,-2,136,-36,-37,11
"Netherlands","Friesland",2020-05-08,-27,-1,186,-31,-33,9
"Netherlands","Friesland",2020-05-09,-28,6,236,5,-1,4
"Netherlands","Friesland",2020-05-10,-41,-5,54,-18,5,3
"Netherlands","Friesland",2020-05-11,-21,-9,45,-44,-36,11
"Netherlands","Friesland",2020-05-12,-24,-8,49,-43,-35,12
"Netherlands","Friesland",2020-05-13,-26,-6,63,-39,-33,11
"Netherlands","Friesland",2020-05-14,-25,-6,66,-38,-34,10
"Netherlands","Friesland",2020-05-15,-30,-5,105,-34,-30,9
"Netherlands","Friesland",2020-05-16,-30,-3,122,-14,0,7
"Netherlands","Friesland",2020-05-17,-25,-4,160,1,1,4
"Netherlands","Friesland",2020-05-18,-12,-4,111,-35,-33,9
"Netherlands","Friesland",2020-05-19,-13,-1,142,-32,-33,10
"Netherlands","Friesland",2020-05-20,0,20,NA,-12,-30,5
"Netherlands","Friesland",2020-05-21,-20,-7,NA,-17,-77,15
"Netherlands","Friesland",2020-05-22,-14,7,264,-31,-53,13
"Netherlands","Friesland",2020-05-23,-20,1,250,4,2,6
"Netherlands","Friesland",2020-05-24,-31,-3,95,-5,-2,4
"Netherlands","Friesland",2020-05-25,-5,1,135,-28,-33,9
"Netherlands","Friesland",2020-05-26,-5,2,180,-26,-32,8
"Netherlands","Friesland",2020-05-27,-10,3,157,-28,-30,8
"Netherlands","Friesland",2020-05-28,-12,3,149,-27,-30,9
"Netherlands","Friesland",2020-05-29,-17,6,283,-14,-27,7
"Netherlands","Friesland",2020-05-30,-17,13,371,25,15,3
"Netherlands","Friesland",2020-05-31,-22,-17,363,27,10,1
"Netherlands","Friesland",2020-06-01,18,-10,479,-13,-75,12
"Netherlands","Friesland",2020-06-02,1,9,291,-12,-30,6
"Netherlands","Friesland",2020-06-03,-3,3,201,-21,-27,7
"Netherlands","Friesland",2020-06-04,-11,0,84,-32,-29,9
"Netherlands","Friesland",2020-06-05,-22,-2,101,-25,-25,8
"Netherlands","Friesland",2020-06-06,-16,1,112,-10,12,6
"Netherlands","Friesland",2020-06-07,-13,-1,99,-6,11,4
"Netherlands","Friesland",2020-06-08,0,2,152,-20,-29,7
"Netherlands","Friesland",2020-06-09,2,4,177,-26,-28,7
"Netherlands","Friesland",2020-06-10,1,4,209,-20,-27,6
"Netherlands","Friesland",2020-06-11,-3,3,159,-27,-29,8
"Netherlands","Friesland",2020-06-12,-4,2,316,-5,-24,4
"Netherlands","Friesland",2020-06-13,-8,2,335,19,17,2
"Netherlands","Friesland",2020-06-14,5,4,239,19,17,1
"Netherlands","Friesland",2020-06-15,10,7,238,-13,-28,6
"Netherlands","Friesland",2020-06-16,12,8,256,-15,-28,7
"Netherlands","Friesland",2020-06-17,10,5,267,-9,-26,6
"Netherlands","Friesland",2020-06-18,4,5,183,-20,-28,7
"Netherlands","Friesland",2020-06-19,-1,4,303,-1,-23,4
"Netherlands","Friesland",2020-06-20,1,9,353,28,18,1
"Netherlands","Friesland",2020-06-21,12,5,282,32,27,-1
"Netherlands","Friesland",2020-06-22,21,12,306,-2,-30,5
"Netherlands","Friesland",2020-06-23,24,15,368,-5,-29,5
"Netherlands","Friesland",2020-06-24,17,12,394,-4,-27,4
"Netherlands","Friesland",2020-06-25,18,11,362,-5,-28,5
"Netherlands","Friesland",2020-06-26,0,5,449,6,-26,3
"Netherlands","Friesland",2020-06-27,-3,6,315,23,10,3
"Netherlands","Friesland",2020-06-28,23,10,263,28,16,0
"Netherlands","Friesland",2020-06-29,16,10,233,-14,-28,6
"Netherlands","Friesland",2020-06-30,17,11,218,-21,-28,7
"Netherlands","Friesland",2020-07-01,20,11,267,-7,-26,4
"Netherlands","Friesland",2020-07-02,18,8,228,-12,-27,6
"Netherlands","Friesland",2020-07-03,4,4,308,-1,-26,4
"Netherlands","Friesland",2020-07-04,-10,0,205,6,7,4
"Netherlands","Friesland",2020-07-05,15,7,222,23,11,1
"Netherlands","Friesland",2020-07-06,25,12,309,-14,-37,6
"Netherlands","Friesland",2020-07-07,26,11,344,-17,-37,6
"Netherlands","Friesland",2020-07-08,21,7,344,-12,-35,5
"Netherlands","Friesland",2020-07-09,5,-1,197,-28,-37,8
"Netherlands","Friesland",2020-07-10,3,3,348,-6,-33,4
"Netherlands","Friesland",2020-07-11,1,3,431,44,10,0
"Netherlands","Friesland",2020-07-12,36,8,418,53,14,-2
"Netherlands","Friesland",2020-07-13,35,13,508,3,-40,4
"Netherlands","Friesland",2020-07-14,27,11,396,-20,-41,7
"Netherlands","Friesland",2020-07-15,27,9,NA,-7,-37,4
"Netherlands","Friesland",2020-07-16,25,9,387,-15,-39,6
"Netherlands","Friesland",2020-07-17,10,4,493,4,-37,2
"Netherlands","Friesland",2020-07-18,1,3,590,63,7,-2
"Netherlands","Friesland",2020-07-19,40,18,448,52,13,-2
"Netherlands","Friesland",2020-07-20,49,23,570,-3,-50,6
"Netherlands","Friesland",2020-07-21,46,21,604,-9,-50,7
"Netherlands","Friesland",2020-07-22,38,13,NA,-2,-47,6
"Netherlands","Friesland",2020-07-23,37,14,528,-8,-49,7
"Netherlands","Friesland",2020-07-24,14,8,514,1,-45,5
"Netherlands","Friesland",2020-07-25,2,6,446,40,2,1
"Netherlands","Friesland",2020-07-26,47,18,430,52,12,-2
"Netherlands","Friesland",2020-07-27,46,23,508,-11,-54,8
"Netherlands","Friesland",2020-07-28,47,20,NA,-15,-53,9
"Netherlands","Friesland",2020-07-29,42,17,NA,-7,-51,7
"Netherlands","Friesland",2020-07-30,38,14,625,3,-53,6
"Netherlands","Friesland",2020-07-31,9,4,728,17,-51,3
"Netherlands","Friesland",2020-08-01,3,6,639,68,0,-1
"Netherlands","Friesland",2020-08-02,47,19,492,63,11,-3
"Netherlands","Friesland",2020-08-03,50,25,536,-8,-53,8
"Netherlands","Friesland",2020-08-04,53,23,NA,-1,-52,7
"Netherlands","Friesland",2020-08-05,45,19,728,6,-50,5
"Netherlands","Friesland",2020-08-06,34,16,NA,2,-52,6
"Netherlands","Friesland",2020-08-07,5,7,691,6,-50,5
"Netherlands","Friesland",2020-08-08,-7,7,NA,63,-1,0
"Netherlands","Friesland",2020-08-09,37,20,548,63,11,-3
"Netherlands","Friesland",2020-08-10,40,23,NA,1,-45,6
"Netherlands","Friesland",2020-08-11,35,19,NA,-4,-45,6
"Netherlands","Friesland",2020-08-12,27,14,667,-2,-42,6
"Netherlands","Friesland",2020-08-13,22,11,NA,-8,-43,7
"Netherlands","Friesland",2020-08-14,11,8,478,2,-38,6
"Netherlands","Friesland",2020-08-15,4,8,472,54,6,1
"Netherlands","Friesland",2020-08-16,38,16,405,57,13,-1
"Netherlands","Friesland",2020-08-17,33,19,NA,-6,-33,6
"Netherlands","Friesland",2020-08-18,32,17,NA,-6,-31,5
"Netherlands","Friesland",2020-08-19,27,13,NA,7,-29,4
"Netherlands","Friesland",2020-08-20,24,12,NA,-2,-30,4
"Netherlands","Friesland",2020-08-21,10,6,NA,11,-26,3
"Netherlands","Friesland",2020-08-22,4,6,NA,NA,8,2
"Netherlands","Friesland",2020-08-23,26,12,NA,NA,13,1
"Netherlands","Friesland",2020-08-24,24,12,NA,-2,-29,4
"Netherlands","Friesland",2020-08-25,18,10,NA,-14,-30,5
"Netherlands","Friesland",2020-08-26,9,2,NA,-12,-27,6
"Netherlands","Friesland",2020-08-27,20,5,NA,-2,-25,4
"Netherlands","Friesland",2020-08-28,5,2,NA,7,-23,3
"Netherlands","Friesland",2020-08-29,1,0,NA,NA,8,2
"Netherlands","Friesland",2020-08-30,17,4,NA,NA,11,1
"Netherlands","Friesland",2020-08-31,18,6,NA,2,-26,4
"Netherlands","Friesland",2020-09-01,20,6,NA,-1,-28,4
"Netherlands","Friesland",2020-09-02,20,1,NA,9,-25,2
"Netherlands","Friesland",2020-09-03,-3,-7,NA,-17,-26,6
"Netherlands","Friesland",2020-09-04,6,4,NA,14,-22,2
"Netherlands","Friesland",2020-09-05,5,1,NA,NA,5,0
"Netherlands","Friesland",2020-09-06,17,4,NA,NA,6,0
"Netherlands","Friesland",2020-09-07,18,6,NA,6,-27,3
"Netherlands","Friesland",2020-09-08,17,5,NA,-8,-27,4
"Netherlands","Friesland",2020-09-09,9,-2,NA,-8,-24,4
"Netherlands","Friesland",2020-09-10,15,-1,NA,-1,-22,3
"Netherlands","Friesland",2020-09-11,7,1,338,24,-20,1
"Netherlands","Friesland",2020-09-12,6,0,355,32,7,0
"Netherlands","Friesland",2020-09-13,38,3,330,58,9,-2
"Netherlands","Friesland",2020-09-14,23,6,381,19,-21,1
"Netherlands","Friesland",2020-09-15,23,5,408,11,-23,2
"Netherlands","Friesland",2020-09-16,13,1,325,4,-20,2
"Netherlands","Friesland",2020-09-17,12,-1,261,-3,-19,3
"Netherlands","Friesland",2020-09-18,4,-1,327,26,-18,1
"Netherlands","Friesland",2020-09-19,3,-2,368,42,5,-1
"Netherlands","Friesland",2020-09-20,40,4,338,69,9,-2
"Netherlands","Friesland",2020-09-21,19,5,282,10,-21,2
"Netherlands","Friesland",2020-09-22,17,2,274,1,-22,3
"Netherlands","Friesland",2020-09-23,5,2,179,-7,-19,3
"Netherlands","Friesland",2020-09-24,5,1,124,-13,-17,5
"Netherlands","Friesland",2020-09-25,0,3,171,9,-16,3
"Netherlands","Friesland",2020-09-26,2,0,175,12,7,2
"Netherlands","Friesland",2020-09-27,14,0,125,25,8,2
"Netherlands","Friesland",2020-09-28,4,2,127,-4,-19,5
"Netherlands","Friesland",2020-09-29,3,1,132,-17,-21,5
"Netherlands","Friesland",2020-09-30,0,-2,131,-14,-20,5
"Netherlands","Friesland",2020-10-01,-5,-4,71,-20,-19,7
"Netherlands","Friesland",2020-10-02,-7,1,156,6,-17,4
"Netherlands","Friesland",2020-10-03,-12,-4,125,2,2,4
"Netherlands","Friesland",2020-10-04,-2,-4,99,14,3,3
"Netherlands","Friesland",2020-10-05,-7,-6,77,-11,-23,7
"Netherlands","Friesland",2020-10-06,-5,-4,75,-21,-24,7
"Netherlands","Friesland",2020-10-07,-5,-6,93,-18,-20,6
"Netherlands","Friesland",2020-10-08,-18,-16,22,-27,-21,8
"Netherlands","Friesland",2020-10-09,-13,-4,114,-1,-19,5
"Netherlands","Friesland",2020-10-10,-16,-6,96,-3,1,5
"Netherlands","Friesland",2020-10-11,-13,-10,60,-4,2,4
"Netherlands","Friesland",2020-10-12,7,-1,147,-18,-40,7
"Netherlands","Friesland",2020-10-13,9,-2,155,-29,-40,8
"Netherlands","Friesland",2020-10-14,0,-8,141,-30,-38,8
"Netherlands","Friesland",2020-10-15,-17,-6,106,-34,-40,10
"Netherlands","Friesland",2020-10-16,-24,-6,160,-12,-38,8
"Netherlands","Friesland",2020-10-17,-28,-5,163,5,-3,6
"Netherlands","Friesland",2020-10-18,-27,-7,123,5,-4,4
"Netherlands","Friesland",2020-10-19,-13,-3,117,-15,-24,8
"Netherlands","Friesland",2020-10-20,-12,0,99,-24,-24,8
"Netherlands","Friesland",2020-10-21,-20,-8,65,-23,-21,8
"Netherlands","Friesland",2020-10-22,-17,-3,99,-20,-20,8
"Netherlands","Friesland",2020-10-23,-22,1,116,-5,-18,7
"Netherlands","Friesland",2020-10-24,-26,-2,101,-9,-2,6
"Netherlands","Friesland",2020-10-25,-31,-7,45,-10,-3,5
"Netherlands","Friesland",2020-10-26,-14,-3,55,-23,-22,7
"Netherlands","Friesland",2020-10-27,-17,-5,36,-28,-23,8
"Netherlands","Friesland",2020-10-28,-21,-7,41,-27,-20,8
"Netherlands","Friesland",2020-10-29,-23,-8,26,-30,-19,9
"Netherlands","Friesland",2020-10-30,-31,-7,37,-16,-18,8
"Netherlands","Friesland",2020-10-31,-27,-4,94,-16,-3,6
"Netherlands","Friesland",2020-11-01,-35,-12,41,-18,-7,5
"Netherlands","Friesland",2020-11-02,-20,-10,41,-23,-22,8
"Netherlands","Friesland",2020-11-03,-17,-8,48,-33,-24,8
"Netherlands","Friesland",2020-11-04,-18,-8,63,-25,-20,7
"Netherlands","Friesland",2020-11-05,-25,-7,30,-29,-19,9
"Netherlands","Friesland",2020-11-06,-28,-5,64,-17,-18,7
"Netherlands","Friesland",2020-11-07,-29,-4,112,-12,-4,6
"Netherlands","Friesland",2020-11-08,-27,-6,116,4,-7,3
"Netherlands","Friesland",2020-11-09,-19,-7,43,-25,-22,8
"Netherlands","Friesland",2020-11-10,-19,-5,30,-30,-23,9
"Netherlands","Friesland",2020-11-11,-19,1,44,-26,-20,8
"Netherlands","Friesland",2020-11-12,-27,-11,12,-30,-18,9
"Netherlands","Friesland",2020-11-13,-30,-5,37,-19,-17,8
"Netherlands","Friesland",2020-11-14,-32,-3,37,-25,-7,7
"Netherlands","Friesland",2020-11-15,-41,-14,10,-24,-10,6
"Netherlands","Friesland",2020-11-16,-22,-11,19,-28,-21,8
"Netherlands","Friesland",2020-11-17,-19,-6,27,-30,-23,9
"Netherlands","Friesland",2020-11-18,-19,-5,56,-24,-19,7
"Netherlands","Friesland",2020-11-19,-24,-9,7,-28,-18,9
"Netherlands","Friesland",2020-11-20,-24,-1,39,-18,-16,7
"Netherlands","Friesland",2020-11-21,-28,-4,13,-26,-7,7
"Netherlands","Friesland",2020-11-22,-25,-6,62,-6,-5,4
"Netherlands","Friesland",2020-11-23,-12,-5,39,-24,-19,7
"Netherlands","Friesland",2020-11-24,-12,-2,28,-27,-21,8
"Netherlands","Friesland",2020-11-25,-12,-3,36,-26,-18,7
"Netherlands","Friesland",2020-11-26,-15,-3,20,-27,-16,8
"Netherlands","Friesland",2020-11-27,-20,-1,30,-19,-16,6
"Netherlands","Friesland",2020-11-28,-25,-3,26,-21,-4,6
"Netherlands","Friesland",2020-11-29,-25,-7,42,-12,-4,4
"Netherlands","Friesland",2020-11-30,-18,-11,-6,-33,-20,8
"Netherlands","Friesland",2020-12-01,-13,-2,13,-30,-21,8
"Netherlands","Friesland",2020-12-02,-15,-3,20,-28,-18,7
"Netherlands","Friesland",2020-12-03,-21,-5,-11,-34,-16,9
"Netherlands","Friesland",2020-12-04,-23,1,9,-24,-15,7
"Netherlands","Friesland",2020-12-05,-30,-3,21,-30,-2,6
"Netherlands","Friesland",2020-12-06,-36,-13,1,-27,-7,5
"Netherlands","Friesland",2020-12-07,-20,-13,-9,-29,-20,8
"Netherlands","Friesland",2020-12-08,-16,-6,18,-31,-19,8
"Netherlands","Friesland",2020-12-09,-22,-10,2,-30,-17,7
"Netherlands","Friesland",2020-12-10,-23,-8,-2,-32,-16,8
"Netherlands","Friesland",2020-12-11,-30,-7,3,-23,-16,7
"Netherlands","Friesland",2020-12-12,-32,-5,9,-27,-4,7
"Netherlands","Friesland",2020-12-13,-34,-7,14,-15,-6,5
"Netherlands","Friesland",2020-12-14,20,18,8,-26,-18,6
"Netherlands","Friesland",2020-12-15,-47,-11,12,-36,-23,10
"Netherlands","Friesland",2020-12-16,-48,-11,32,-43,-33,11
"Netherlands","Friesland",2020-12-17,-51,-11,0,-47,-33,13
"Netherlands","Friesland",2020-12-18,-53,-9,26,-39,-33,12
"Netherlands","Friesland",2020-12-19,-60,-9,25,-29,-11,9
"Netherlands","Friesland",2020-12-20,-53,-12,37,-28,-11,6
"Netherlands","Friesland",2020-12-21,-38,7,14,-48,-50,14
"Netherlands","Friesland",2020-12-22,-35,20,47,-46,-51,14
"Netherlands","Friesland",2020-12-23,-41,16,-9,-50,-50,14
"Netherlands","Friesland",2020-12-24,-37,23,27,-41,-56,16
"Netherlands","Friesland",2020-12-25,-83,-80,24,-63,-81,20
"Netherlands","Friesland",2020-12-26,-82,-63,0,-37,-36,9
"Netherlands","Friesland",2020-12-27,-64,-32,-36,-31,-17,7
"Netherlands","Friesland",2020-12-28,-35,5,81,-39,-62,16
"Netherlands","Friesland",2020-12-29,-43,1,21,-55,-63,18
"Netherlands","Friesland",2020-12-30,-36,17,78,-42,-60,16
"Netherlands","Friesland",2020-12-31,-41,11,48,-40,-66,16
"Netherlands","Friesland",2021-01-01,-78,-84,39,-58,-82,22
"Netherlands","Friesland",2021-01-02,-63,-14,55,-25,-19,11
"Netherlands","Friesland",2021-01-03,-56,-19,26,-24,-10,7
"Netherlands","Friesland",2021-01-04,-47,-10,-4,-51,-38,13
"Netherlands","Friesland",2021-01-05,-52,-14,-6,-54,-38,14
"Netherlands","Friesland",2021-01-06,-53,-13,4,-49,-35,13
"Netherlands","Friesland",2021-01-07,-55,-15,-14,-49,-34,14
"Netherlands","Friesland",2021-01-08,-56,-12,24,-40,-32,12
"Netherlands","Friesland",2021-01-09,-61,-10,28,-33,-12,9
"Netherlands","Friesland",2021-01-10,-60,-17,2,-33,-9,7
"Netherlands","Friesland",2021-01-11,-49,-14,-3,-50,-34,12
"Netherlands","Friesland",2021-01-12,-50,-11,27,-46,-35,12
"Netherlands","Friesland",2021-01-13,-52,-14,14,-47,-33,11
"Netherlands","Friesland",2021-01-14,-52,-16,18,-47,-33,12
"Netherlands","Friesland",2021-01-15,-56,-15,8,-42,-32,11
"Netherlands","Friesland",2021-01-16,-63,-15,14,-40,-15,10
"Netherlands","Friesland",2021-01-17,-58,-24,15,-34,-14,6
"Netherlands","Utrecht",2020-02-15,8,0,3,9,-1,0
"Netherlands","Utrecht",2020-02-16,-5,-10,-22,14,-3,1
"Netherlands","Utrecht",2020-02-17,2,-1,2,3,1,0
"Netherlands","Utrecht",2020-02-18,4,3,12,0,2,0
"Netherlands","Utrecht",2020-02-19,6,-1,12,-2,1,0
"Netherlands","Utrecht",2020-02-20,0,-2,-4,-1,0,1
"Netherlands","Utrecht",2020-02-21,8,-1,6,6,-4,0
"Netherlands","Utrecht",2020-02-22,4,-6,-23,11,-3,0
"Netherlands","Utrecht",2020-02-23,4,-17,-37,3,-4,0
"Netherlands","Utrecht",2020-02-24,0,-13,-23,-12,-22,3
"Netherlands","Utrecht",2020-02-25,13,3,9,-9,-20,2
"Netherlands","Utrecht",2020-02-26,6,-8,-12,-9,-20,2
"Netherlands","Utrecht",2020-02-27,-5,-7,-17,-12,-21,3
"Netherlands","Utrecht",2020-02-28,2,-6,-1,-4,-21,2
"Netherlands","Utrecht",2020-02-29,0,-3,-22,3,-4,0
"Netherlands","Utrecht",2020-03-01,9,-2,11,5,-1,-1
"Netherlands","Utrecht",2020-03-02,-5,-7,-16,-1,0,1
"Netherlands","Utrecht",2020-03-03,3,5,24,-3,1,0
"Netherlands","Utrecht",2020-03-04,9,0,20,-4,2,0
"Netherlands","Utrecht",2020-03-05,-9,-3,-7,-7,1,1
"Netherlands","Utrecht",2020-03-06,0,2,10,1,2,1
"Netherlands","Utrecht",2020-03-07,3,0,31,5,0,0
"Netherlands","Utrecht",2020-03-08,4,-5,-9,-1,-1,1
"Netherlands","Utrecht",2020-03-09,1,-1,1,-5,0,1
"Netherlands","Utrecht",2020-03-10,-4,-2,-5,-7,-1,2
"Netherlands","Utrecht",2020-03-11,3,2,21,-11,-2,2
"Netherlands","Utrecht",2020-03-12,-11,12,-5,-17,-3,3
"Netherlands","Utrecht",2020-03-13,-15,21,-20,-34,-14,8
"Netherlands","Utrecht",2020-03-14,-16,8,-4,-37,-7,6
"Netherlands","Utrecht",2020-03-15,-26,7,15,-41,-12,5
"Netherlands","Utrecht",2020-03-16,-20,16,27,-62,-46,17
"Netherlands","Utrecht",2020-03-17,-26,13,47,-67,-52,19
"Netherlands","Utrecht",2020-03-18,-31,3,29,-67,-52,18
"Netherlands","Utrecht",2020-03-19,-42,1,-1,-73,-55,22
"Netherlands","Utrecht",2020-03-20,-45,-3,-11,-68,-52,21
"Netherlands","Utrecht",2020-03-21,-45,-7,14,-62,-28,13
"Netherlands","Utrecht",2020-03-22,-54,-19,30,-61,-33,10
"Netherlands","Utrecht",2020-03-23,-35,-10,-2,-74,-57,21
"Netherlands","Utrecht",2020-03-24,-41,-9,16,-76,-60,23
"Netherlands","Utrecht",2020-03-25,-42,-17,22,-74,-58,21
"Netherlands","Utrecht",2020-03-26,-49,-14,12,-77,-60,24
"Netherlands","Utrecht",2020-03-27,-49,-15,23,-72,-56,22
"Netherlands","Utrecht",2020-03-28,-53,-18,-9,-68,-33,14
"Netherlands","Utrecht",2020-03-29,-60,-32,-17,-70,-36,11
"Netherlands","Utrecht",2020-03-30,-42,-23,-19,-76,-60,23
"Netherlands","Utrecht",2020-03-31,-40,-13,38,-75,-60,23
"Netherlands","Utrecht",2020-04-01,-42,-19,12,-75,-57,21
"Netherlands","Utrecht",2020-04-02,-49,-18,-2,-78,-59,25
"Netherlands","Utrecht",2020-04-03,-50,-16,0,-74,-55,22
"Netherlands","Utrecht",2020-04-04,-50,-16,4,-65,-30,14
"Netherlands","Utrecht",2020-04-05,-50,-20,55,-58,-31,9
"Netherlands","Utrecht",2020-04-06,-35,-18,29,-73,-58,21
"Netherlands","Utrecht",2020-04-07,-34,-9,60,-72,-58,21
"Netherlands","Utrecht",2020-04-08,-35,-12,63,-70,-56,19
"Netherlands","Utrecht",2020-04-09,-41,-5,43,-73,-58,22
"Netherlands","Utrecht",2020-04-10,-41,-6,47,-69,-59,21
"Netherlands","Utrecht",2020-04-11,-44,-4,22,-60,-25,12
"Netherlands","Utrecht",2020-04-12,-69,-62,50,-59,-31,8
"Netherlands","Utrecht",2020-04-13,-56,-49,12,-80,-88,28
"Netherlands","Utrecht",2020-04-14,-39,-12,13,-74,-56,21
"Netherlands","Utrecht",2020-04-15,-36,-16,49,-70,-53,19
"Netherlands","Utrecht",2020-04-16,-43,-12,48,-72,-56,22
"Netherlands","Utrecht",2020-04-17,-43,-13,41,-68,-51,20
"Netherlands","Utrecht",2020-04-18,-49,-14,-15,-65,-21,13
"Netherlands","Utrecht",2020-04-19,-46,-17,79,-53,-20,8
"Netherlands","Utrecht",2020-04-20,-32,-15,38,-69,-56,20
"Netherlands","Utrecht",2020-04-21,-33,-7,51,-71,-55,20
"Netherlands","Utrecht",2020-04-22,-34,-12,65,-67,-52,18
"Netherlands","Utrecht",2020-04-23,-39,-7,70,-69,-54,20
